Source,Sector,Business Name,Email,Phone number,Address,Name,Title of Contact Person,Website
Master.xlsx,Cidb_2,Water Research Co Ltd,emilio.saldivar@waterresearch.mu; yard@waterresearch.mu,4667526; 466752654223208; 54223208,St Jean,,,-; http://emilio.saldivar@waterresearch.mu; http://waterresearch.mu
Master.xlsx,Cidb_2,Waysmart Systems Ltd,martine@waysmart.mu; stephanie@waysmart.mu,4523323; 452332359891068; 59891068,Geoffroy Road,,,-; http://waysmart.mu
Master.xlsx,Cidb_2,Xpress Movers Ltd,xpressmovers@yahoo.com,4260693; 426069357282499; 57282499,Mon Désir,,,-; http://yahoo.com
Master.xlsx,Cidb_2,Yutu Construction Co Ltd,infos@yutumau.com; michealchoon@gmail.com,2106795; 210679559177458; 59177458,Cnr Corderie & Leoville L'Homme Street,,,-; http://gmail.com; http://yutumau.com
Master.xlsx,Cidb_2,Zell Contracting Ltd,admin@zellcontracting.com; admin@zellcontracting.com/ stephane@zellcontracting.com; stephane@zellcontracting.com,52583805; 6965205; 696520552583805,St Paul,,,-; http://zellcontracting.com; http://zellcontracting.com/
Master.xlsx,Poonam,Apavou Immobilier Ltee,jpcoolen@apavougroup.com; jpcoolen@apavougroup.com/ priyanka.jodun@apavougroup.com; priyanka.jodun@apavougroup.com,4605555,"5Ème Étage, The Cube, Hotel Avenue, Ebène Cybercité 72201",,,-; http://apavougroup.com/; http://priyanka.jodun@apavougroup.com
Master.xlsx,Poonam,Aremo Limited,aremoltd@intnet.mu,2837943; 2837968; 28379682837943,"St Antoine,Industrial Zone, Goodlands",,,-; http://intnet.mu
Master.xlsx,Poonam,Belle Riviere Hotel Ltd (Sofitel-So),talked to pawan- hr and he seems quite interested/,6055800; 6056140; 60561406055800,"Beau Champ, Bel Ombre",,,-
Master.xlsx,Poonam,Black Line Co Ltd,sourajsoobrah@gmail.com,2133062; 213306259188843; 59188843,"17, Chateau D'Eau Street, Port Louis",,,-; http://gmail.com
Master.xlsx,Poonam,Bricomax Limited ( Monsieur Bricolage),j.dedeken@bricomax.fr,4545315,"Centre Commercial Emerald Park, Quatre Bornes",,,-; http://j.dedeken@bricomax.fr
Master.xlsx,Poonam,Bsp School Of Accountancy And Management Ltd,vimi@sme.mu,4054160; 57357729,"8C Sir Virgil Naz St, Port Louis",,,-; http://sme.mu
Master.xlsx,Poonam,Clavis Travel Bureau Co Ltd,clavistrvl@intnet.mu,2082985,"1, Rue Farquahar, Port Louis",,,-; http://intnet.mu
Master.xlsx,Poonam,Dakri Paper & Products Ltd,info@dakricartons.com,4520550; 45205505002+4521445; 4521445,Industrial Zone Geoffroy Road Bambous,,,-; http://dakricartons.com
Master.xlsx,Poonam,Event Consultant Ltd,already informed mr vayid/mr vayid already called,52580332,"Royal Rd St Julien Village Morc Montalieu, Flacq",,,-
Master.xlsx,Poonam,Happy Me Amusement & Co Ltd,office@goldenfoods.mu,59117629; 6273248; 627324859117629,"Railway Road, Rose Belle",,,-; http://goldenfoods.mu
Master.xlsx,Poonam,Les Halles - Reynauld Les Halles,ameydi.pillai@rno.fr,4605800,Socota Phoenicia Business Park Sayed Hossen Road Solferino Phoenix,,,-; http://ameydi.pillai@rno.fr
Master.xlsx,Poonam,Transinvest Construction Ltd,hr@traninvest.mu; irfaan.coowar@ebpgroup.com,2331300,"39-41 Richelieu Branch Road Coromandel Mu, 71625",,,-; http://irfaan.coowar@ebpgroup.com; http://traninvest.mu
Master.xlsx,Software_Companies,African Remittance Services,julia@trustqore.com,4059000,Port Louis,,,-; http://trustqore.com
Master.xlsx,Software_Companies,Astek Mauritius,ijoomun@groupastek.mu; vetienne@groupeastek.mu,4019600,Ebene,,,-; http://groupastek.mu; http://groupeastek.mu
Master.xlsx,Software_Companies,Claritylabs Limited,isabelle.calliee@calarity.cx,4341749,St Pierre,,,-; http://isabelle.calliee@calarity.cx
Master.xlsx,Software_Companies,Cloudhub Co Ltd,admin@cloudhub.us,4641212,Quatre Bornes,,,-; http://cloudhub.us
Master.xlsx,Software_Companies,Crystal Info Systems Ltd,info@cisl.mu,2148816,Port Louis,,,-; http://cisl.mu
Master.xlsx,Software_Companies,Fna Innovation Tech Ltd,fnaservicesltd@gmail.com,57080420,Champ Chapelon,,,-; http://gmail.com
Master.xlsx,Software_Companies,Ifox Code,imteeaz@ifoxcode.com,6890651,Phoenix,,,-; http://ifoxcode.com
Master.xlsx,Software_Companies,Minebling Ltd,azhar@tamtamtours.com,6865805,Curepipe,,,-; http://tamtamtours.com
Master.xlsx,Software_Companies,Novotecs Ltd,contact@novotecs.com,4632015,Ebene,,,-; http://novotecs.com
Master.xlsx,Software_Companies,Objectivity Software Services Ltd,framnath@objectivity.co.uk,4609835,Ebene,,,-; http://objectivity.co.uk
Master.xlsx,Software_Companies,Wshop Ltd,jc@wshop.com,4332255,Moka,,,-; http://wshop.com
Master.xlsx,Security,Defence Hitech Security Guard Services Ltd,info@dhsecuritygroup.com,2331768,Rose Hill,,,-; http://dhsecuritygroup.com
Master.xlsx,Security,Modern Surveillance,modernsurveillance@gmail.com,55003131,Curepipe,,,-; http://gmail.com
Master.xlsx,Bhavineebye,Aio Development Co Ltd,wenda.souroop@apave.com,4898250,Phoenix,,,-; http://wenda.souroop@apave.com
Master.xlsx,Bhavineebye,Avipro Co Ltd,obrun.avipro@eclosia.com,6863094,Vacoas,,,-; http://obrun.avipro@eclosia.com
Master.xlsx,Bhavineebye,Ayaviva Ltd,housekeepers@ayaviva.com,4280869,Quatre Bornes,,,-; http://ayaviva.com
Master.xlsx,Bhavineebye,Biosante Ltee,harvin.permalloo@biosantelab.com,4135114,-,,,-; http://harvin.permalloo@biosantelab.com
Master.xlsx,Bhavineebye,Blue Zest Ltd,elisabeth.bluezest@gmail.com,2635413,Grand Baie,,,-; http://elisabeth.bluezest@gmail.com
Master.xlsx,Bhavineebye,Cernol,nwalter@cernol.com,2061818,Petit Riviere,,,-; http://cernol.com
Master.xlsx,Bhavineebye,Children Foundation,vkl.mru@gmail.com,6861225,Vacoas,,,-; http://vkl.mru@gmail.com
Master.xlsx,Bhavineebye,Chue Wing & Company Limited,hr@abcfoods.mu,4062100,Port Louis,,,-; http://abcfoods.mu
Master.xlsx,Bhavineebye,Constance Hotel Services Ltd,padmini.c@constancehospitality.com,4022900,Central Flacq,,,-; http://padmini.c@constancehospitality.com
Master.xlsx,Bhavineebye,Chong & Sons Distribution Ltd,cnshead@intnet.mu,6862761,Valentina Phoenix,,,-; http://intnet.mu
Master.xlsx,Bhavineebye,Ducray Lenoir Ltd,aschokoor@ducray-lenoir.com,2027700; 202770059876874; 59876874,Port Louis,,,-; http://ducray-lenoir.com
Master.xlsx,Bhavineebye,Ecoasis Mechanical Work Ltd,a.valadon@ecoasis.mu,6506970,Vacoas Phoenix,,,-; http://a.valadon@ecoasis.mu
Master.xlsx,Bhavineebye,Elles C Nous Association,ellescnous@gmail.com,4550447,Beau Bassin Rose Hill,,,-; http://gmail.com
Master.xlsx,Bhavineebye,Fed Ex,info@rennel.mu,2865914,Port Louis,,,-; http://rennel.mu
Master.xlsx,Bhavineebye,Globalinks Mauritius Mineral Beauty,career@globalink.co.il,59878528,Moka,,,-; http://globalink.co.il
Master.xlsx,Bhavineebye,Gymkhana Club,hr_officer@mgc.mu,6601844,Vacoas,,,-; http://mgc.mu
Master.xlsx,Bhavineebye,Harmony Travel Ltd,kavesh1358@gmail.com,58042528,Quatre Bornes,,,-; http://gmail.com
Master.xlsx,Bhavineebye,Histia Property Service,hr-executive2@evacogroup.com,2041300; 59336072,Grand Baie,,,-; http://evacogroup.com
Master.xlsx,Bhavineebye,La Chartreuse Tea Manufacturing Co Ltd,hrdept@chartreuse.mu,6771212,Nouvelle France,,,-; http://chartreuse.mu
Master.xlsx,Bhavineebye,Lateral Holdings Ltd,dominique.pydiah@ihg.com,2611200,Balaclava,,,-; http://dominique.pydiah@ihg.com
Master.xlsx,Bhavineebye,Mauritius Network Services Ltd,maya.nursoo@mns.mu,4016800,Ebene,,,-; http://maya.nursoo@mns.mu
Master.xlsx,Bhavineebye,Mayil Spices Ltd,mayilmarketing@intnet.mu,4339788; 433978857596433; 57596433,Verdun,,,-; http://intnet.mu
Master.xlsx,Bhavineebye,Nivra Enterprise Co Ltd,vit.ravi@yahoo.com,4132310; 413231057730838; 57730838,Flacq,,,-; http://vit.ravi@yahoo.com
Master.xlsx,Bhavineebye,Oak Management,speerthy@oak.group,4013200,Black River,,,-; http://oak.group
Master.xlsx,Bhavineebye,Paltoni Retail Ltd,jaya.caleechurn@intermart.mu,55009243,Beau Bassin,,,-; http://jaya.caleechurn@intermart.mu
Master.xlsx,Bhavineebye,Phoenix Beverage Limited,efrancois@phoenixbev.mu,6012000; 6012200; 60122006012000,Phoenix,,,-; http://phoenixbev.mu
Master.xlsx,Bhavineebye,Pick N Eat Ltd,jhuet.kfc@eclosia.com,4321600,Helvetia,,,-; http://jhuet.kfc@eclosia.com
Master.xlsx,Bhavineebye,Praswan Company Ltd,sbakhoree@yahoo.com,57751432,Curepipe,,,-; http://yahoo.com
Master.xlsx,Bhavineebye,Princes Tuna Mauritius,dveerapanaik@princesmauritius.com; jrajanah@princesmauritius.com; pchingen@princesmauritius.com,2069000,Port Louis,,,-; http://princesmauritius.com
Master.xlsx,Bhavineebye,Professional Guard Ltd,proalarmmltd@gmail.com,58800855,Quatre Bornes,,,-; http://gmail.com
Master.xlsx,Bhavineebye,Publi Promo Ltd,hugo@publipromo.mu,2083873; 57259559,Chazal Port Louis,,,-; http://publipromo.mu
Master.xlsx,Bhavineebye,Samaki Ltd,nataminfo@myt.mu,2838300,Grand Baie,,,-; http://myt.mu
Master.xlsx,Bhavineebye,Super Construction Co聽ltd,reception@scc.mu,2606698,Port Louis,,,-; http://scc.mu
Master.xlsx,Bhavineebye,Truck Cargo Built Ltd,wasim@red4.mu,52573273; 57944935; 5794493552573273,Beau Bassin,,,-; http://red4.mu
Master.xlsx,Bhavineebye,Voila Bagatelle,martine.agathe@rogershospitality.com,2669700,Bagatelle,,,-; http://martine.agathe@rogershospitality.com
Master.xlsx,Bhavineebye,Vwr Na Services Ltd聽,banita.bhuckory@vwr.com,59375079; 6590123,Ebene,,,-; http://banita.bhuckory@vwr.com
Master.xlsx,Bhavineebye,A C Construction Ltd,acfzami@gmail.com,57290233,Piton,,,-; http://gmail.com
Master.xlsx,Supermarkets,Central Way,jmc@intnet.mu,4644697,-,,,-; http://intnet.mu
Master.xlsx,Supermarkets,Family Supermarket,info@familysupermarket.mu,2436666,-,,,-; http://familysupermarket.mu
Master.xlsx,Supermarkets,Frico Supermarket,2429865,2172027; 2429865,-,,,-
Master.xlsx,Supermarkets,Intermart Bagatelle,asramjug@intermart.mu; sboodhun@intermart.mu; sboodhun@intermart.mu asramjug@intermart.mu,6601999,-,,,-; http://intermart.mu
Master.xlsx,Supermarkets,Leader'S Price Supermarket,terraproagro@gmail.com,57511995,-,,,-; http://gmail.com
Master.xlsx,Supermarkets,London Way,london@intnet.mu,6960088,-,,,-; http://intnet.mu
Master.xlsx,Supermarkets,Lim How Brothers,david.sityee@lhb.co.mu; info@lhb.co.mu; info@lhb.co.mu david.sityee@lhb.co.mu,2493626,-,,,-; http://david.sityee@lhb.co.mu; http://lhb.co.mu
Master.xlsx,Supermarkets,Maxideal Supermarket,purchases@maxidealmauritius.com,6761396,-,,,-; http://maxidealmauritius.com
Master.xlsx,Supermarkets,Royal Supermarket,royalsupermarket@live.com,4181258,-,,,-; http://live.com
Master.xlsx,Supermarkets,Savers Supermarket Bel Air,admin@savers.mu; admin@savers.mu/management@savers.mu; management@savers.mu,4195026,-,,,-; http://savers.mu/management@savers.mu
Master.xlsx,Supermarkets,Saveshop Curepipe,impex@saveshop.org,59297348,-,,,-; http://saveshop.org
Master.xlsx,Supermarkets,Sezwan Marketing,ilshad@sezwan.com,52547220,-,,,-; http://sezwan.com
Master.xlsx,Supermarkets,Sik Yuen,admin.coord@sikyuen.mu,6762429,-,,,-; http://admin.coord@sikyuen.mu
Master.xlsx,Supermarkets,Snow White Self Care,54503031 mr kingsley,54503031; 6274266,-,,,-
Master.xlsx,Supermarkets,Star Price Supermarket,dkshib@yahoo.com,6731553,-,,,-; http://yahoo.com
Master.xlsx,Supermarkets,Votre Pote Age,accounts2@achinatamby.com,6869046,-,,,-; http://achinatamby.com
Master.xlsx,Supermarkets,Espace Maison,emilie.brissonnette@espacemaison.mu,4608585,-,,,-; http://emilie.brissonnette@espacemaison.mu
Master.xlsx,Supermarkets,City Sport,assist_adm.maurice@citysport.com,4600500,-,,,-; http://citysport.com
Master.xlsx,Supermarkets,Flemingoo Mscl Duty Free,contact@godelivery.mu,2027000,-,,,-; http://godelivery.mu
Master.xlsx,Deepsha,Austral Shipping Agency Ltd.,gino@australtransit.com,52575901,-,,,-; http://australtransit.com
Master.xlsx,Deepsha,Pêcheries Du Sud Ltd,velmar@intnet.mu,4836137; 4836772; 48367724836137,-,,,-; http://intnet.mu
Master.xlsx,Freeport,A A R Oosman Exports Ltd,admin@rampapers.intnet.mu,2104629,-,,,-; http://rampapers.intnet.mu
Master.xlsx,Freeport,Adamas Ltd,nirmala.boodhun@adamasltd.com,6865783,-,,,-; http://nirmala.boodhun@adamasltd.com
Master.xlsx,Freeport,Afritex Ventures Ltd,gavin@afritexventures.com,2061529,-,,,-; http://afritexventures.com
Master.xlsx,Freeport,Al Noor Ltd,mflfreezone@intnet.mu,2120770,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Alpina Trading Ltd,salmah@silverlineservices.com,2422014,-,,,-; http://silverlineservices.com
Master.xlsx,Freeport,Alurexal Ltd.,edwin.demeo@gmail.com,59852946,-,,,-; http://edwin.demeo@gmail.com
Master.xlsx,Freeport,Bantu Motors Africa Co Ltd,autoworld@intnet.mu,2111499,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Bh Exports Ltd,bhind@intnet.mu,4543170,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Boxmore Plastics (Mauritius) Ltd,gerard.merle@boxmoremu.com,2062350,-,,,-; http://gerard.merle@boxmoremu.com
Master.xlsx,Freeport,Bpml Freeport Services Ltd,info@bfslmauritius.com,2062700,-,,,-; http://bfslmauritius.com
Master.xlsx,Freeport,Cargo Handling Corporation Ltd,kdahari@chcl.mu; kdahari@chcl.mu sdamry@chcl.mu; sdamry@chcl.mu,2061700,-,,,-; http://chcl.mu
Master.xlsx,Freeport,Ceridian (Mauritius) Ltd.,vidia.mooneegan@ceridian.com,4019701,-,,,-; http://vidia.mooneegan@ceridian.com
Master.xlsx,Freeport,Convergys Mauritius,jim.besnard@convergys.com,59409357,-,,,-; http://jim.besnard@convergys.com
Master.xlsx,Freeport,Coralquip,info@coralquip.com; info@coralquip.com.,2062314,-,,,-; http://coralquip.com
Master.xlsx,Freeport,Cybernaptics Ltd | It Managed Services | It Support | It Security,info@cybernaptics.mu,2063950,-,,,-; http://cybernaptics.mu
Master.xlsx,Freeport,Del Sol,heidil@orange.mu,59306424,-,,,-; http://orange.mu
Master.xlsx,Freeport,Empak,ibahadoor@iffco.com,2176328,-,,,-; http://iffco.com
Master.xlsx,Freeport,Eon Reality Inc.,ppadaruth@hotmail.com; prakash@eonreality.com; prakash@eonreality.com ppadaruth@hotmail.com,4681003,-,,,-; http://eonreality.com; http://hotmail.com
Master.xlsx,Freeport,Fams Air & Sea (Mauritius) Ltd,info@fams-mauritius.com; nathalie.chankin@fams-mauritius.com; patrick.bouquet@fams-mauritius.com,2063920,-,,,-; http://fams-mauritius.com; http://nathalie.chankin@fams-mauritius.com​​; http://patrick.bouquet@fams-mauritius.com
Master.xlsx,Freeport,Farandole Ltd,farandole@intnet.mu,4662628,-,,,-; http://intnet.mu
Master.xlsx,Freeport,First Cyberking Network Co Ltd,lonsat@yahoo.com,6863838,-,,,-; http://yahoo.com
Master.xlsx,Freeport,Ghilane Co Ltd,kinoo@intnet.mu,2414029; 2425721; 24257212414029,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Glory Fortune Industries Limited,gloryfortune@intnet.mu,4549334; 4645377; 46453774549334,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Hilton Mauritius Resort & Spa,ayushee.tiloo@hilton.com; devika.bandoo@hilton.com,4031000,-,,,-; http://ayushee.tiloo@hilton.com; http://devika.bandoo@hilton.com
Master.xlsx,Freeport,Holiday Inn Mauritius,hrexec@himauritius.mu,6012700,-,,,-; http://himauritius.mu
Master.xlsx,Freeport,Ipower International Ltd,sales@ipower.re,59563300,-,,,-; http://ipower.re
Master.xlsx,Freeport,Ishamrook Internationale Ltee,ishamrook@intnet.mu,2086189; 4647523; 46475232086189; 57746786,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Iss-Global Forwarding Mauritius Ltd,theemi.mungroo@iss-gf.com,2600409,-,,,-; http://theemi.mungroo@iss-gf.com
Master.xlsx,Freeport,Jayess & Co Ltd Tulsidas,hr.jetha@tulsidas.mu,45466622080175,-,,,-; http://hr.jetha@tulsidas.mu
Master.xlsx,Freeport,K.G.T.Ex Ltd,kgtex@vortexteam.net,2062134; 4240106; 4240117; 42401172062134,-,,,-; http://k.g.t.ex; http://vortexteam.net
Master.xlsx,Freeport,Kentucky Fried Chicken (Pick 'N' Eat),jmuslun.kfc@food-allied.com,4335600,-,,,-; http://jmuslun.kfc@food-allied.com
Master.xlsx,Freeport,Kha Yang Seafood,mur.acc@gmail.com,2062122,-,,,-; http://mur.acc@gmail.com
Master.xlsx,Freeport,Kosi International Ltd,kosi@intnet.mu,2332422; 2332968; 23329682332969; 2332969,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Laurelton Diamonds (Mauritius) Ltd,yajna.sohan@laureltondiamonds.com,6037750,-,,,-; http://yajna.sohan@laureltondiamonds.com
Master.xlsx,Freeport,Lising International Export Co Ltd,lising@intnet.mu,2164875; 21648752421248; 2421248,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Mariott International,damon.page@stregis.com,4039000,-,,,-; http://damon.page@stregis.com
Master.xlsx,Freeport,Mauri-China Freezone Development Ltd,coordinator@mauri-china.com,2492600,-,,,-; http://mauri-china.com
Master.xlsx,Freeport,Mer Rouge Oil Storage Terminal (Most) Stc,stc@stcmu.com,4010800,-,,,-; http://r.servansingh:; http://stcmu.com
Master.xlsx,Freeport,Microsoft Indian Ocean Islands Ltd.,pbunting@microsoft.com,2028129,-,,,-; http://microsoft.com
Master.xlsx,Freeport,Multi Global System Ltd.,mgs@mfd.intnet.mu,2062166,-,,,-; http://mfd.intnet.mu
Master.xlsx,Freeport,Mystic Ltd,sonia@intnet.mu,6967275,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Nak Enterprises Ltd,nak001@intnet.mu,2087123; 20871232160327; 2160327,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Oracle,avinash.ramtohul@oracle.com,4034379; 40343794604500; 4604500,-,,,-; http://avinash.ramtohul@oracle.com
Master.xlsx,Freeport,Outrigger Mauritius Resort & Spa,logeedasen.seerungen@outrigger.com,6235000,-,,,-; http://logeedasen.seerungen@outrigger.com
Master.xlsx,Freeport,Petredec (Mauritius) Ltd.,rubina@petredec.mu,2061400,-,,,-; http://petredec.mu
Master.xlsx,Freeport,Pizza Hut (Sopral Ltd),phadmin@sgtltd.com,21305462122100,-,,,-; http://sgtltd.com
Master.xlsx,Freeport,Port Agency Services,finance@portagent.mu,2114089; 211408957284242; 57284242,-,,,-; http://portagent.mu
Master.xlsx,Freeport,Relaxon Ltd,relaxon@intnet.mu,4653973; 4674452; 46744524653973,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Relq International Ltd,relqltd@intnet.mu,4540292; 45402927505919; 7505919,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Rjk Export Ltd,kjm@intnet.mu,2171515,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Rotrax International Ltd,coordinator@rotraxinternational.com,2169034,-,,,-; http://rotraxinternational.com
Master.xlsx,Freeport,Somatrans Ltd,lanthony@iblgroup.com,4055620,-,,,-; http://iblgroup.com
Master.xlsx,Freeport,Somatrans Sdv Logistics Ltd,somseaclr@ibl.intnet.mu,2027140,-,,,-; http://ibl.intnet.mu
Master.xlsx,Freeport,Southern Union Ltd,pradhip@intnet.mu,6869974; 6967165; 69671656869974,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Sun Packaging Co (Mauritius) Ltd,info@sunpackaging.net,2146519; 21465192413763; 2413763,-,,,-; http://sunpackaging.net
Master.xlsx,Freeport,Synnove Energy Ltd.,fred.sisson@synnove-energy.com,2489000,-,,,-; http://fred.sisson@synnove-energy.com
Master.xlsx,Freeport,Tamarin Technologies Ltd,pramphul@natec-medical.com,4663054; 4666770,-,,,-; http://natec-medical.com
Master.xlsx,Freeport,The American Campus,jagche@tacampus.us; spalding@tacampus.us; spalding@tacampus.us/ jagche@tacampus.us,4666464,-,,,-; http://tacampus.us; http://tacampus.us/
Master.xlsx,Freeport,The Iqbal International Co Ltd,iqbalint@intnet.mu,2405467; 24054674659623; 4646615; 4659623,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Three G Mobile (Mauritius)Ltd,mauritius@3gmobile.com,6571272,-,,,-; http://3gmobile.com
Master.xlsx,Freeport,Tropical Seeds & Flora Ltd,masnur@intnet.mu,2524061; 4540288; 45402882524061,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Uti Ltd,kquinlan@go2uti.com,2062620,-,,,-; http://go2uti.com
Master.xlsx,Freeport,Vikasa Capital,info@vikasacapital.com,2437946,-,,,-; http://vikasacapital.com
Master.xlsx,Freeport,Vish'Or International Ltd,vendomejewellery@intnet.mu,2113863; 21138632119287; 2119287,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Welceramica Distribution Ltd,welceramica@gmail.com,2423505,-,,,-; http://gmail.com
Master.xlsx,Freeport,Whirlwide Operations (Mauritius) Ltd,whirlwide@intnet.mu,2492140,-,,,-; http://intnet.mu
Master.xlsx,Freeport,Zapatero International Ltd,karlo@zaporders.com,2062398,-,,,-; http://zaporders.com
Master.xlsx,Freeport,Zpc Ltd,zpc@intnet.mu,4641941; 4679803; 46798034641941,-,,,-; http://intnet.mu
Master.xlsx,Follow_Up,Abbelec Engineering Ltd,abbelec@intnet.mu,2333200,Beau Bassin,,,-; http://intnet.mu
Master.xlsx,Follow_Up,Air Conditioner Maintenance,airproltd@gmail.com,54908642,New Grove,,,-; http://gmail.com
Master.xlsx,Follow_Up,Airpro Contracting,cesarenterpriseltd@gmail.com,54991603,Amitié,,,-; http://gmail.com
Master.xlsx,Follow_Up,Automotive Aircon Specialist,chitooservices@gmailcom,52542877,Pointe Aux Piments,,,-
Master.xlsx,Follow_Up,Cesar Enreprise,gaxterre@dalafix.com,2834178,Goodlands,,,-; http://dalafix.com
Master.xlsx,Follow_Up,Chutoo Services (Aircon),admin@edisonintrgratedltd.com,57391869,Port Louis,,,-; http://edisonintrgratedltd.com
Master.xlsx,Follow_Up,Cool Expert,accounts@florecold.com; accounts@florecold.com florecold@intnet.mu; florecold@intnet.mu,58135555,Plaine Des Papayes,,,-; http://florecold.com; http://intnet.mu
Master.xlsx,Follow_Up,Dalafix Ltd,info@moonsun.biz,2491700,Jin Fei,,,-; http://moonsun.biz
Master.xlsx,Follow_Up,Edison Integrated Ltd,info@novengi.mu,4341010,Mount Ory Moka,,,-; http://novengi.mu
Master.xlsx,Follow_Up,Florecold Industry Ltd,ryan@pa-contracting.com,6962818,Vacoas,,,-; http://pa-contracting.com
Master.xlsx,Follow_Up,Medisave Company Ltd,bonjour@medisave.mu; tell to send mail on bonjour@medisave.mu,4030837; 4277000; 42770004030837,Quatre Bornes,,,-; http://medisave.mu
Master.xlsx,Follow_Up,Metal Packaging Company Limited,lalita@mpcltd.mu,2483801,Riche Terre,,,-; http://mpcltd.mu
Master.xlsx,Follow_Up,Paper Converting Company Ltd,sunil@deramann.com,4020852,Bonne Terre,,,-; http://deramann.com
Master.xlsx,Follow_Up,Pcl Legal Services,hbbhagat@chambers.sirhmid.intnet.mu,2126913,Port Louis,,,-; http://chambers.sirhmid.intnet.mu
Master.xlsx,Follow_Up,Planet Kids Limited,sharmila.planetkids@hotmail.com,2119758,Port-Louis,,,-; http://sharmila.planetkids@hotmail.com
Master.xlsx,Follow_Up,Rev' Voyages Ltee,martim.revvoyage@intnet.mu,6705940,Curepipe,,,-; http://martim.revvoyage@intnet.mu
Master.xlsx,Follow_Up,S F Loyeung Co Ltd,info@loyeungstore.com,6319642,Mahebourg,,,-; http://loyeungstore.com
Master.xlsx,Follow_Up,Salt Lake Resorts Ltd,khushoo.gungoo@saltopalmar.com,4018500,Palmar,,,-; http://khushoo.gungoo@saltopalmar.com
Master.xlsx,Follow_Up,Samlo-Koyenco Steel Co Ltd,samlosteel@inet.mu,6655000,Midlands,,,-; http://inet.mu
Master.xlsx,Follow_Up,Societe Lavilleon,info@lavilleonadventurepark.com,2128086,Chamarel,,,-; http://lavilleonadventurepark.com
Master.xlsx,Follow_Up,Societe Radiophonique Des Mascareignes Ltd,dramchurn@iblseafood.com,2066980,Port-Louis,,,-; http://iblseafood.com
Master.xlsx,Follow_Up,Society For The Welfare Of The Deaf,swdeaf@gmail.com,4643834,Beau Bassin,,,-; http://gmail.com
Master.xlsx,Follow_Up,Sunnee Rawsiah Transport & Co Ltd,krishna.kistnen@rht.mu,4641221,Rose Hill,,,-; http://krishna.kistnen@rht.mu
Master.xlsx,Follow_Up,The Municipal Council Of Beau Bassin-Rose Hill,mubbrh@intnet.mu,4137600,Beau Bassin,,,-; http://intnet.mu
Master.xlsx,Follow_Up,Top Builder Co Ltd,admin@bestconstructltd.com,4657655,Rose Hill,,,-; http://bestconstructltd.com
Master.xlsx,Follow_Up,Ubs Transport Ltd,aaqil81@gmail.com,2122026,Port-Louis,,,-; http://gmail.com
Master.xlsx,Follow_Up,Vacoas Popular Multi-Purpose Co-Operative Society,ramraj.ramchurn@vpmps.com,6984072,Bonne Terre,,,-; http://ramraj.ramchurn@vpmps.com
Master.xlsx,Hotels,Addresse Boutique Hotel,hrmanager@addressboutiquehotel.com,4053000,-,,,-; http://addressboutiquehotel.com
Master.xlsx,Hotels,Ambre Hotel,yonella.latouche@yoursunlive.com,4018188; 40181884020100; 4020100,-,,,-; http://yonella.latouche@yoursunlive.com
Master.xlsx,Hotels,Anelia Resort,hrm@aneliaresort.com,4538333,-,,,-; http://aneliaresort.com
Master.xlsx,Hotels,Astroea Beach,anais.appolon@preskilisland.resort.mu,6314282,-,,,-; http://anais.appolon@preskilisland.resort.mu
Master.xlsx,Hotels,Bluemarine Attitude / Lagoon Attitude,hrc@lagoonattitude.com,2048800,-,,,-; http://lagoonattitude.com
Master.xlsx,Hotels,C- Mauritius,gino.c@c-resorts.com,4601000,-,,,-; http://gino.c@c-resorts.com
Master.xlsx,Hotels,Casuarina Resort & Spa,kumar.appiah@.alizeerezort.com,2045000,-,,,-; http://kumar.appiah@.alizeerezort.com
Master.xlsx,Hotels,Club Med Pointe Aux Cannoniers,anne-sophie.niclair@clubmed.com; anne-sophie.niclair@clubmed.com souhasnee.ramchareetar@clubmet.com; souhasnee.ramchareetar@clubmet.com,2091000,-,,,-; http://anne-sophie.niclair@clubmed.com; http://souhasnee.ramchareetar@clubmet.com
Master.xlsx,Hotels,Cocotiers Hotel,marketing@cocotiers-hotel-mauritius.com,2068600,-,,,-; http://cocotiers-hotel-mauritius.com
Master.xlsx,Hotels,Constance Prince Maurice,silvain.m@princemaurice.com,4023636,-,,,-; http://silvain.m@princemaurice.com
Master.xlsx,Hotels,Coral Azur,hrm@coralazur.com,2656070,-,,,-; http://coralazur.com
Master.xlsx,Hotels,Esplanade,anne-sophie@horizon.mu,4035308,-,,,-; http://horizon.mu
